snr_db,modulation,bits_per_symbol,ber,evm_percent,pilot_error_percent,average_symbol_power,estimated_channel_magnitude,channel_estimation_error_percent,true_channel_magnitude,fault_type
43.35923838206423,16QAM,4,0.0,79.74077465285376,1.042432078793056,3.3164601690178968,0.3947678816361851,0.6264190840920969,0.39403995385771845,SYMBOL_GAIN_ERROR
30.046013080014625,QPSK,2,0.0,76.50595667793674,5.448126209161516,3.1046924950565207,0.8371833480284422,4.550006172040977,0.8171469480156722,SYMBOL_GAIN_ERROR
36.471670034868026,QPSK,2,0.0,78.59927634546864,1.9479013364347981,3.1887916111281718,1.868808606211523,1.0563964159958152,1.8501842746341497,SYMBOL_GAIN_ERROR
41.10689563445812,16QAM,4,0.4875,105.84017197962736,0.8154515942838901,0.6435509164414845,0.8172319466067943,0.31954623237986907,0.8179543376340904,EQUALIZER_BYPASS
35.81139132234678,64QAM,6,0.0,1.6624976532325517,0.6436402940661873,0.919955255275497,0.745556805793741,0.22182018795288588,0.7472142359172108,NONE
44.94553789167776,64QAM,6,0.2388888888888889,37.87642038813276,58.310957402705284,0.4574514202478252,1.2526119224954084,57.744001049216386,0.8215253282394509,CHANNEL_ESTIMATION_BIAS
44.83516865491382,16QAM,4,0.12083333333333333,38.09425509876748,58.31049999292487,0.434620229220824,1.628155362748167,58.24742464761695,1.065867664802095,CHANNEL_ESTIMATION_BIAS
25.535977519419394,16QAM,4,0.06666666666666667,81.86319514560296,10.240125287458822,3.1179710127557025,1.5085399509530646,2.4656340248856834,1.52168557033867,SYMBOL_GAIN_ERROR
42.78967868058908,64QAM,6,0.0,0.6954257330237715,0.47866649619519297,1.0899595693104365,0.8248625753554916,0.2929591164440339,0.8269237178294705,NONE
29.80712765447841,QPSK,2,0.0,73.87566105942214,3.597978054328002,3.0185484669341753,1.540122265315379,3.436610283045472,1.4899414176853014,SYMBOL_GAIN_ERROR
30.81971662091226,QPSK,2,0.5166666666666667,147.27629196846573,2.582635302810587,0.3561407290067527,0.6017267197063015,0.9398066041194795,0.5961613326793042,EQUALIZER_BYPASS
32.728067605673424,64QAM,6,0.5333333333333333,136.71768296279924,2.7809448552775913,0.9966627873518927,1.5477096211014558,0.34589657904367954,1.5502383450923158,IQ_SWAP
26.77983998874418,QPSK,2,0.0,86.63022504143895,4.3583067123888615,3.4731151909792923,0.4453756191726426,4.401355313929084,0.46250017087433426,SYMBOL_GAIN_ERROR
39.23737943339115,64QAM,6,0.0,1.0985650051343967,0.66827519376236,1.098989341345594,0.6250916703330653,0.4869756870677237,0.622284732396848,NONE
39.75923025642918,QPSK,2,0.0,38.26936440903371,58.31127821352803,0.42255784329619084,0.7517645940993032,58.71033679417502,0.4892241211086672,CHANNEL_ESTIMATION_BIAS
34.28205105634156,64QAM,6,0.35,71.45667814829999,2.3781297448631857,0.47313753226665695,0.6662677510630297,1.5446797479081533,0.6681903832449876,EQUALIZER_BYPASS
41.088041528150086,64QAM,6,0.6555555555555556,138.39522352395159,0.5731820071624618,0.16011628400618166,0.4033438777879723,0.41949898697582927,0.4026341696274348,EQUALIZER_BYPASS
44.71003910460497,64QAM,6,0.0,0.6542902081658922,0.4911951387797947,1.0842199608888403,1.5150883452785529,0.2892584043678042,1.5120580284313634,NONE
26.269324139131143,16QAM,4,0.041666666666666664,73.96539462592253,7.884199336370602,2.814732913103524,0.7585533691109042,4.536152339523893,0.7264316937174393,SYMBOL_GAIN_ERROR
34.37835552598392,16QAM,4,0.016666666666666666,81.65839677125729,3.622363597768415,3.4739158937545707,0.7469787673317909,1.578442243340173,0.7554921217664512,SYMBOL_GAIN_ERROR
39.35656923100774,64QAM,6,0.0,1.0694951186081187,0.6595453129879864,1.1011755784552832,0.5002863039377942,0.2554448298855174,0.49904493260183436,NONE
39.25110441166598,16QAM,4,0.0,1.1883002414345076,1.0764763594522508,1.0366040642100194,1.1293190429444526,0.48725707305922994,1.1347162063863567,NONE
38.902418784669855,16QAM,4,0.0,78.03377696259153,1.883584322976039,3.2958231883530478,0.6528551214344208,1.1456588264085836,0.645462053390541,SYMBOL_GAIN_ERROR
36.37356088734588,QPSK,2,0.0,1.5546453256497683,1.6010775561731954,1.0077971359944748,1.8544676353414808,0.3513448575428824,1.8608610642083192,NONE
35.81529814712505,QPSK,2,0.0,37.867368296996986,58.32105105348181,0.4308324294686727,0.6023275568108851,57.43706515381433,0.3954614053217006,CHANNEL_ESTIMATION_BIAS
39.92842915806147,16QAM,4,0.0,1.099959155747867,0.8263727157859075,1.0302553957979257,0.38738039318965617,0.6140566445589493,0.385534966768353,NONE
30.07051885887414,64QAM,6,0.28055555555555556,38.18362975267296,58.35785205454086,0.4837525461645835,2.0452940744355934,58.016033770766754,1.3521585142598969,CHANNEL_ESTIMATION_BIAS
33.63038788768853,16QAM,4,0.08333333333333333,96.63350755037575,86.34254278856419,4.122255901593558,0.17649959749856117,49.179861839635365,0.3472941121263953,PILOT_CORRUPTION
30.11478665195641,QPSK,2,0.0,37.51987186841113,58.34483743015137,0.4390628953732403,1.0059156554486361,55.80199529051809,0.6705541366686611,CHANNEL_ESTIMATION_BIAS
33.56800216587096,16QAM,4,0.12083333333333333,38.30591713782168,58.3164316096013,0.4134045431844652,0.9480146519384981,58.89885309608504,0.6177744656223146,CHANNEL_ESTIMATION_BIAS
